Name/ID,Vertical,Industry,Total BRR Currency, Total BRR ,Service Name,Number of Services,Bandwidth,,State A,State Z,Service Status,Term, Total MRR ,Vertical,Industry,EmployeeQuantityGrowthRate,SalesTurnoverGrowthRate,PriorYearEmployees, PriorYearRevenue , SalesVolume ,SmallBusiness
50883,Manufacturing,Energy & Manufacturing,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Manufacturing,Energy & Manufacturing,0,0,11," $ 2,365,486.67 "," $ 2,365,486.67 ",Y
50887,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0.307692,0.022537,1300," $ 317,504,819.69 "," $ 324,660,416.86 ",N
51030,Engineering,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Engineering,Professional Services,0,0,21," $ 11,065,528.48 "," $ 11,065,528.48 ",N
51078,Retail,Other Enterprise,USD, $ 600.00 ,283459,2,N/A,Colocation,CO,,Active,36, $ 530.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51104,Commercial Systems Integrator,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Commercial Systems Integrator,Professional Services,0,0,0, $ -   ," $ 106,324.68 ",N
51132,Legal,Professional Services,USD, $ 786.00 ,286422,5,FE (Cat5),Interconnect,CO,CO,Active,36, $ 25.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51184,Consulting / Other Professional Services,Professional Services,USD, $ 50.00 ,262043,2,N/A,Colocation,TX,,Pending Disconnect,12, $ 39.64 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51190,Consulting / Other Professional Services,Professional Services,USD," $ 1,312.00 ",213758,3,N/A,Colocation,NV,,Active,12, $ 904.51 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51234,Oil & Gas,Energy & Manufacturing,USD, $ 750.00 ,242484,2,10Mb,DIA,TX,,Active,37, $ 95.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51325,State/Local Government,Government,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,State/Local Government,Government,0,0,35," $ 5,048,829.04 "," $ 5,048,829.04 ",Y
51331,Manufacturing,Energy & Manufacturing,USD, $ 195.00 ,242199,2,,Colocation,TX,,Active,24, $ 175.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51386,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,-0.04,4," $ 328,539.82 "," $ 315,398.22 ",Y
51391,Colo/Hosting,Data Center & Cloud Services,USD, $ 883.00 ,267394,3,N/A,Colocation,GA,,Active,12, $ 670.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51435,Internet Content & Software,Media & Content,USD," $ 1,325.00 ",261534,1,100Mb,DIA,,,Active,12," $ 1,325.35 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51451,Regional Carrier/ISP,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Regional Carrier/ISP,Telecommunications,#N/A,#N/A,#N/A, #N/A , #N/A ,#N/A
51490,Internet Content & Software,Media & Content,USD, $ 934.00 ,283761,3,N/A,Colocation,CA,,Active,12, $ 769.39 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51500,Commercial Systems Integrator,Professional Services,USD, $ 681.00 ,282733,2,N/A,Colocation,CA,,Active,12, $ 545.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51604,Manufacturing,Energy & Manufacturing,USD," $ 3,135.00 ",283155,2,N/A,Colocation,IL,,Pending Disconnect,12," $ 1,485.00 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51654,Media,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Media,Media & Content,0,0.196329,55," $ 9,987,610.38 "," $ 11,948,464.78 ",Y
51721,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,0.256709,230," $ 30,225,662.98 "," $ 37,984,869.27 ",N
51755,Internet Content & Software,Media & Content,USD, $ 306.00 ,226838,1,2Mb,DIA,NY,,Active,12, $ 305.85 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51772,Consulting / Other Professional Services,Professional Services,USD," $ 1,844.00 ",256352,2,100Mb,DIA,TX,TX,Active,1, $ 130.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51810,Real Estate / Construction,Other Enterprise,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Real Estate / Construction,Other Enterprise,0,0,0, $ -   ," $ 1,832,288.89 ",Y
51851,Healthcare,Healthcare,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,Healthcare,25.333333,0,3," $ 115,677,206.45 "," $ 115,677,206.45 ",N
51878,Regional Carrier/ISP,Telecommunications,USD," $ 1,020.00 ",274158,1,50Mb,DIA,MD,,Pending Disconnect,12," $ 1,019.50 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51951,Real Estate / Construction,Other Enterprise,USD, $ 399.00 ,254819,2,N/A,Colocation,TX,TX,Active,24, $ 381.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51987,Higher Education,Research & Education,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Higher Education,Research & Education,0,0,3000, $ -   ," $ 123,255,015.39 ",N
52017,Regional Carrier/ISP,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Regional Carrier/ISP,Telecommunications,0,1.686531,30," $ 4,993,805.19 "," $ 13,416,010.08 ",Y
52082,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,0.071429,3," $ 183,982.30 "," $ 197,123.89 ",Y
52100,Reseller,Telecommunications,USD, $ 816.00 ,230668,1,20Mb,DIA,,,Active,36, $ 815.60 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52104,Internet Content & Software,Media & Content,USD, $ 305.00 ,255495,2,N/A,Colocation,TX,TX,Active,12, $ 299.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52121,Finance,Finance,USD," $ 1,129.00 ",283301,2,N/A,Colocation,IL,,Active,12, $ 912.50 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52122,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,0,2," $ 144,557.52 "," $ 144,557.52 ",Y
52361,Hospitality,Other Enterprise,USD, $ 399.00 ,255628,2,100Mb,DIA,TX,TX,Active,36, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52431,Internet Content & Software,Media & Content,USD, $ 471.00 ,283792,2,N/A,Colocation,CA,,Active,12, $ 420.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52434,Consulting / Other Professional Services,Professional Services,USD," $ 5,651.00 ",283660,2,N/A,Colocation,CO,,Active,18, $ 600.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52454,Finance,Finance,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Finance,Finance,0,0,2," $ 144,557.52 "," $ 144,557.52 ",Y
52505,Retail,Other Enterprise,USD," $ 13,918.00 ",299895,2,1Mb,Cloud IaaS,CO,,Active,39," $ 2,697.70 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52556,Media,Media & Content,USD," $ 1,325.00 ",257075,1,20Mb,DIA,,,Active,36," $ 1,325.35 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52657,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0.015873,1," $ 82,792.03 "," $ 84,106.19 ",Y
52686,RLEC,Telecommunications,USD," $ 1,193.00 ",016205,1,DS1,Private Line,MN,MN,Active,60," $ 1,192.94 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52710,Healthcare,Healthcare,USD, $ 593.00 ,300174,1,N/A,Cloud IaaS,CO,,Active,24, $ 593.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52747,K-12 Education,Research & Education,USD, $ 312.00 ,248754,4,N/A,Dark Fiber,MN,,Disconnected,12, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52834,Internet Content & Software,Media & Content,USD," $ 1,435.00 ",226678,1,100Mb,DIA,VA,,Active,36," $ 1,434.98 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52841,Colo/Hosting,Data Center & Cloud Services,USD, $ 339.00 ,226845,1,100Mb,DIA,CA,,Active,36, $ 339.49 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52849,State/Local Government,Government,USD," $ 1,208.00 ",221722,2,150Mb,DIA,CA,,Disconnected,36, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52861,Manufacturing,Energy & Manufacturing,USD, $ 465.00 ,284361,3,1.00,DIA,,,Disconnected,12, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52936,Retail,Other Enterprise,USD," $ 1,354.00 ",220577,2,1G,Wavelengths,CA,CA,Disconnected,1, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52996,Consulting / Other Professional Services,Professional Services,USD, $ 574.00 ,222102,1,50Mb,DIA,TX,,Active,12, $ 573.99 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53004,Retail,Other Enterprise,USD, $ 765.00 ,190069,1,20Mb,DIA,NV,,Active,24, $ 764.63 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53038,Consulting / Other Professional Services,Professional Services,USD, $ 500.00 ,283227,2,N/A,Colocation,IL,,Active,48, $ 470.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53104,Colo/Hosting,Data Center & Cloud Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Colo/Hosting,Data Center & Cloud Services,0,0.125,3," $ 210,265.48 "," $ 236,548.67 ",Y
53129,VOIP/VSP,Telecommunications,USD," $ 1,070.00 ",241693,1,300Mb,DIA,UT,,Active,36," $ 1,070.47 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53152,Media,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Media,Media & Content,0,-0.609094,100," $ 17,478,318.16 "," $ 6,832,383.64 ",N
53190,Finance,Finance,USD," $ 1,450.00 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53207,Cloud Service Provider,Data Center & Cloud Services,USD, $ 100.00 ,283751,2,N/A,Colocation,CO,,Active,1, $ 100.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53231,Media,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Media,Media & Content,0,0,0, $ -   ," $ 134,580.42 ",N
53239,Hospitality,Other Enterprise,USD," $ 2,447.00 ",236427,1,100Mb,DIA,TX,,Pending Change,36," $ 2,446.80 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53317,Higher Education,Research & Education,USD, $ 203.00 ,189732,7,N/A,Dark Fiber,NV,,Active,300, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53318,Consulting / Other Professional Services,Professional Services,USD, $ 65.00 ,267992,3,N/A,Cloud Servers,GA,,Active,1, $ 25.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53372,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0.723747,40," $ 5,913,716.67 "," $ 10,193,753.34 ",Y
53524,Manufacturing,Energy & Manufacturing,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Manufacturing,Energy & Manufacturing,0.003774,0.019043,53000," $ 75,012,210,560.80 "," $ 76,440,701,676.42 ",N
53530,Real Estate / Construction,Other Enterprise,USD," $ 1,172.00 ",258142,1,50Mb,DIA,MD,,Active,36," $ 1,172.43 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53564,Colo/Hosting,Data Center & Cloud Services,USD," $ 1,325.00 ",190156,2,100Mb,ELine,MO,KS,Active,12," $ 1,325.35 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53573,Health Insurance,Healthcare,USD," $ 1,000.00 ",230696,1,Fiber Pair,Interconnect,NY,NY,Active,12," $ 1,000.00 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53615,Media,Media & Content,USD," $ 1,325.00 ",248798,1,100Mb,DIA,NY,,Active,24," $ 1,346.18 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53638,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0.05,3," $ 262,831.85 "," $ 275,973.44 ",Y
53652,Media,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Media,Media & Content,0,0,2," $ 131,415.93 "," $ 131,415.93 ",Y
53696,Regional Carrier/ISP,Telecommunications,USD, $ 834.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53773,Retail,Other Enterprise,USD, $ 755.00 ,223670,1,1G,DIA,NJ,,Active,12, $ 755.25 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53863,Consulting / Other Professional Services,Professional Services,USD, $ 164.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53875,Consulting / Other Professional Services,Professional Services,USD," $ 1,000.00 ",283043,3,N/A,Colocation,VA,,Active,24, $ 925.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53879,Colo/Hosting,Data Center & Cloud Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Colo/Hosting,Data Center & Cloud Services,0,0,3," $ 157,699.11 "," $ 157,699.11 ",Y
53881,Finance,Finance,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Finance,Finance,2.75,7.964042,4," $ 525,663.70 "," $ 4,712,071.78 ",Y
53913,State/Local Government,Government,USD, $ 582.00 ,211215,1,DS1,Private Line,MT,MT,Pending Change,12, $ 581.88 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54078,PTT,Telecommunications,USD," $ 1,249.00 ",221724,2,100Mb,DIA,VA,,Active,36, $ 694.83 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54292,Regional Carrier/ISP,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Regional Carrier/ISP,Telecommunications,0,0.737861,22," $ 2,496,902.59 "," $ 4,339,268.46 ",Y
54306,Regional Carrier/ISP,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Regional Carrier/ISP,Telecommunications,0,0,13," $ 919,911.48 "," $ 919,911.48 ",Y
54360,Consulting / Other Professional Services,Professional Services,USD, $ 150.00 ,284518,2,Transfer,DIA,,,Pending Change,12, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54409,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,0,1," $ 77,535.40 "," $ 77,535.40 ",Y
54456,Regional Carrier/ISP,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Regional Carrier/ISP,Telecommunications,0,0,1," $ 236,548.67 "," $ 236,548.67 ",N
54477,Retail,Other Enterprise,USD," $ 1,164.00 ",285403,3,Fiber Pair,Interconnect,IL,IL,Active,36, $ 100.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54478,Internet Content & Software,Media & Content,USD, $ 99.00 ,254622,2,,Colocation,TX,TX,Active,1, $ 99.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54483,Regional Carrier/ISP,Telecommunications,USD," $ 1,477.00 ",221677,1,50Mb,DIA,VA,,Active,36," $ 1,477.27 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54676,Research,Research & Education,USD," $ 1,185.00 ",240625,1,100Mb,DIA,VA,,Active,24," $ 1,184.66 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54787,Engineering,Professional Services,USD, $ 115.00 ,254530,2,,Colocation,TX,TX,Active,1, $ 299.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54795,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0,0, $ -   ," $ 959,760.73 ",N
54814,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0.045455,-0.067055,220," $ 49,675,220.03 "," $ 46,344,232.38 ",N
54906,Retail,Other Enterprise,USD, $ 722.00 ,182355,2,,Interconnect,OH,OH,Active,60, $ 721.57 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54979,Finance,Finance,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Finance,Finance,0,0.121128,1460," $ 157,961,943.05 "," $ 177,095,551.24 ",N
54992,Reseller,Telecommunications,USD, $ 686.00 ,218005,2,N/A,Dark Fiber,MI,,Active,300, $ 166.67 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54995,Engineering,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Engineering,Professional Services,0,0.435553,25," $ 2,891,150.37 "," $ 4,150,398.80 ",N
54996,Legal,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Legal,Professional Services,0,0.4883,100," $ 15,638,495.19 "," $ 23,274,769.77 ",N
54998,National Carrier/ISP,Telecommunications,USD, $ 833.00 ,241446,1,STM4,Private Line,NY,,Pending Change,180, $ 833.33 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55030,Consulting / Other Professional Services,Professional Services,USD," $ 1,238.00 ",283802,3,N/A,Colocation,CA,,Active,12, $ 798.18 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55053,Non-Healthcare Insurance,Other Enterprise,USD," $ 1,318.00 ",267360,2,N/A,Colocation,GA,,Active,24, $ 940.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55065,Telecommunications Equipment Provider,Other Enterprise,USD," $ 1,121.00 ",259520,1,100Mb,DIA,,,Active,24," $ 1,121.45 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55110,Legal,Professional Services,USD," $ 2,193.00 ",283774,4,N/A,Colocation,CA,,Active,24, $ 943.64 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55135,Retail,Other Enterprise,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Retail,Other Enterprise,0,0.133333,2," $ 197,123.89 "," $ 223,407.07 ",Y
55221,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,0,4," $ 341,681.41 "," $ 341,681.41 ",Y
55261,Cable & Satellite,CATV/Satellite,USD," $ 1,266.00 ",285461,4,FE (Cat5),Interconnect,IL,IL,Active,36, $ 50.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55287,Cable & Satellite,CATV/Satellite,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Cable & Satellite,CATV/Satellite,0,1.180365,700," $ 59,005,750.77 "," $ 128,654,048.16 ",Y
55355,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,0.284062,29," $ 4,205,309.63 "," $ 5,399,877.77 ",Y
55411,Legal,Professional Services,USD, $ 920.00 ,242454,3,10Mb,DIA,,,Active,12, $ 270.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55413,Consulting / Other Professional Services,Professional Services,USD," $ 1,120.00 ",283590,3,N/A,Colocation,CO,,Pending Disconnect,36," $ 1,070.00 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55448,Healthcare,Healthcare,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,Healthcare,-0.25,0,52," $ 8,909,999.78 "," $ 8,909,999.78 ",Y
55492,Finance,Finance,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Finance,Finance,0,0,0, $ -   ," $ 2,007,730.46 ",N
55647,Media,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Media,Media & Content,0,0,1," $ 76,221.24 "," $ 76,221.24 ",Y
55693,Consulting / Other Professional Services,Professional Services,USD, $ 430.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55732,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0.038462,6," $ 341,681.41 "," $ 354,823.00 ",Y
55784,Higher Education,Research & Education,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Higher Education,Research & Education,0,0,7000, $ -   ," $ 283,772,249.14 ",N
55785,Manufacturing,Energy & Manufacturing,USD, $ 534.00 ,255225,2,,Colocation,TX,TX,Active,12, $ 534.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55794,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,1.494938,100," $ 11,696,017.41 "," $ 29,180,843.29 ",Y
55853,K-12 Education,Research & Education,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,K-12 Education,Research & Education,0,0,289," $ 32,955,333.40 "," $ 32,955,333.40 ",N
55873,Reseller,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Reseller,Telecommunications,#N/A,#N/A,#N/A, #N/A , #N/A ,#N/A
55891,Colo/Hosting,Data Center & Cloud Services,USD, $ 881.00 ,283508,3,N/A,Colocation,CO,,Active,12, $ 624.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56062,Retail,Other Enterprise,USD, $ 924.00 ,300183,1,N/A,Cloud IaaS,CO,,Active,24, $ 923.50 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56160,Manufacturing,Energy & Manufacturing,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Manufacturing,Energy & Manufacturing,0,0.631083,70," $ 20,500,884.46 "," $ 33,438,635.18 ",N
56176,VOIP/VSP,Telecommunications,USD, $ 299.00 ,255777,2,,Colocation,TX,TX,Active,1, $ 299.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56214,Consulting / Other Professional Services,Professional Services,USD, $ 399.00 ,256391,2,100Mb,DIA,TX,TX,Active,36, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56382,Healthcare,Healthcare,USD," $ 1,007.00 ",256080,3,200Mb,DIA,TX,TX,Disconnected,36, $ 0.56 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56427,Consulting / Other Professional Services,Professional Services,USD, $ 710.00 ,283558,3,N/A,Colocation,CO,,Active,12, $ 600.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56447,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0.675026,0.25202,1954," $ 808,598,250.20 "," $ 1,012,380,984.17 ",N
56449,Cloud Service Provider,Data Center & Cloud Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Cloud Service Provider,Data Center & Cloud Services,0,0,0, $ -   ," $ 110,643.01 ",N
