Name/ID,Vertical,Industry,Total BRR Currency, Total BRR ,Service Name,Number of Services,Bandwidth,,State A,State Z,Service Status,Term, Total MRR ,Vertical,Industry,EmployeeQuantityGrowthRate,SalesTurnoverGrowthRate,PriorYearEmployees, PriorYearRevenue , SalesVolume ,SmallBusiness
29842,Cloud Service Provider,Data Center & Cloud Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Cloud Service Provider,Data Center & Cloud Services,0,0,2," $ 197,123.89 "," $ 197,123.89 ",Y
29856,Regional Carrier/ISP,Telecommunications,USD," $ 2,039.00 ",213423,1,1000Mb,Optical Ethernet E-Line,IN,IN,Active,72," $ 2,039.00 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29857,VOIP/VSP,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,VOIP/VSP,Telecommunications,0,-0.236658,150," $ 31,276,990.39 "," $ 23,875,031.72 ",Y
29865,Transportation,Other Enterprise,USD," $ 1,951.00 ",285442,5,DS0,Interconnect,IL,IL,Active,36, $ 10.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30010,Finance,Finance,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Finance,Finance,0,0,0, $ -   ," $ 5,974,595.10 ",N
30081,Cable & Satellite,CATV/Satellite,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Cable & Satellite,CATV/Satellite,0,0,15, $ -   ," $ 1,235,859.02 ",Y
30107,Consulting / Other Professional Services,Professional Services,USD, $ 638.00 ,255658,2,100Mb,DIA,TX,TX,Active,1, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30128,Commercial Systems Integrator,Professional Services,USD, $ 541.00 ,283627,2,N/A,Colocation,CO,,Active,36, $ 375.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30204,Consulting / Other Professional Services,Professional Services,USD, $ 49.00 ,255254,2,,Colocation,TX,TX,Active,1, $ 49.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30228,Cloud Service Provider,Data Center & Cloud Services,USD, $ 765.00 ,226682,2,50Mb,DIA,NY,,Disconnected,24, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30239,Healthcare,Healthcare,USD, $ 695.00 ,173060,1,N/A,Dark Fiber,WA,,Active,60, $ 695.46 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30255,Consulting / Other Professional Services,Professional Services,USD," $ 1,025.00 ",282972,5,N/A,Colocation,VA,,Active,24, $ 850.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30320,Consulting / Other Professional Services,Professional Services,USD, $ 305.00 ,255677,2,100Mb,DIA,TX,TX,Active,1, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30326,Colo/Hosting,Data Center & Cloud Services,USD," $ 1,033.00 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30417,Finance,Finance,USD, $ 534.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30422,,,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0,1.949996,375," $ 32,722,565.57 "," $ 96,531,448.85 ",N
30451,Retail,Other Enterprise,USD," $ 1,561.00 ",230270,1,100Mb,DIA,CA,,Active,24," $ 1,560.85 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30496,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,0,2," $ 183,982.30 "," $ 183,982.30 ",Y
30551,Consulting / Other Professional Services,Professional Services,USD, $ 966.00 ,199235,2,,Colocation,TN,,Active,12, $ 863.85 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30567,Legal,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Legal,Professional Services,0,1.345058,3662," $ 450,099,546.55 "," $ 1,055,509,542.43 ",N
30580,Consulting / Other Professional Services,Professional Services,USD," $ 3,394.00 ",279305,7,1G,DIA,,,Active,36," $ 1,500.00 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30589,Internet Content & Software,Media & Content,USD, $ 395.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30592,Real Estate / Construction,Other Enterprise,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Real Estate / Construction,Other Enterprise,0,0,0, $ -   , $ -   ,N
30601,Internet Content & Software,Media & Content,USD," $ 1,366.00 ",283702,2,N/A,Colocation,CO,,Active,37," $ 1,025.00 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30679,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,0,0, $ -   ," $ 131,415.93 ",Y
30692,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,0,0, $ -   , $ -   ,N
30717,Cable & Satellite,CATV/Satellite,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Cable & Satellite,CATV/Satellite,0,0,7," $ 328,539.82 "," $ 328,539.82 ",Y
30720,PTT,Telecommunications,USD, $ 478.00 ,193510,1,DS1,Private Line,IL,IL,Active,12, $ 478.11 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30746,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0.003176,0,17000, $ -   ," $ 4,294,340,070.06 ",N
30778,Consulting / Other Professional Services,Professional Services,USD, $ 109.00 ,254557,2,N/A,Colocation,TX,TX,Active,12, $ 109.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30786,National Carrier/ISP,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,National Carrier/ISP,Telecommunications,#N/A,#N/A,#N/A, #N/A , #N/A ,#N/A
30840,Consulting / Other Professional Services,Professional Services,USD," $ 1,843.00 ",283032,2,N/A,Colocation,IL,,Active,36," $ 1,328.50 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30842,Media,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Media,Media & Content,0,0,2," $ 123,530.97 "," $ 123,530.97 ",Y
30934,Media,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Media,Media & Content,0.166667,0.488619,12," $ 1,130,176.96 "," $ 1,682,402.45 ",Y
31025,Media,Media & Content,USD, $ 147.00 ,255347,2,,Colocation,TX,TX,Active,1, $ 147.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31069,Consulting / Other Professional Services,Professional Services,USD," $ 2,118.00 ",285706,5,FE (Cat5),Interconnect,IL,IL,Active,18, $ 50.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31207,Telecommunications Equipment Provider,Other Enterprise,USD," $ 2,670.00 ",285818,3,Fiber Pair,Interconnect,IL,IL,Active,60, $ 100.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31243,RLEC,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RLEC,Telecommunications,0,0,12," $ 2,978,218.68 "," $ 2,978,218.68 ",Y
31249,Higher Education,Research & Education,USD, $ 90.00 ,013631,2,N/A,Dark Fiber,IN,,Pending Change,60, $ 48.65 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31268,Internet Content & Software,Media & Content,USD, $ 969.00 ,234746,1,50Mb,DIA,VA,,Pending Change,12, $ 968.53 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31353,Internet Content & Software,Media & Content,USD, $ 854.00 ,267342,2,N/A,Colocation,GA,,Active,24, $ 805.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31376,Retail,Other Enterprise,USD, $ 595.00 ,254672,2,,Colocation,TX,TX,Active,1, $ 595.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31431,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,0,22," $ 16,426,990.75 "," $ 16,426,990.75 ",Y
31463,Federal Government,Government,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Federal Government,Government,0,0,9500, $ -   , $ -   ,N
31487,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0,40," $ 15,769,911.12 "," $ 15,769,911.12 ",Y
31619,Healthcare,Healthcare,USD, $ 691.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31681,Telecommunications Equipment Provider,Other Enterprise,USD, $ 179.00 ,263684,2,,Colocation,TX,,Active,30, $ 182.05 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31691,Healthcare,Healthcare,USD, $ 119.00 ,013555,2,N/A,Dark Fiber,Unknown,Unknown,Disconnected,240, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31708,Regional Carrier/ISP,Telecommunications,USD," $ 3,466.00 ",234652,1,1G,ELine,KS,,Active,60," $ 3,466.30 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31729,Higher Education,Research & Education,USD, $ 204.00 ,226306,1,1Mb,DIA,VA,,Pending Change,12, $ 203.90 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31770,K-12 Education,Research & Education,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,K-12 Education,Research & Education,0,0,0, $ -   ," $ 599,607.50 ",N
31772,Healthcare,Healthcare,USD," $ 1,121.00 ",244810,1,100Mb,DIA,CA,,Active,36," $ 1,121.45 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31778,Healthcare,Healthcare,USD, $ 625.00 ,280430,1,50Mb,DIA,,,Active,36, $ 625.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31887,Systems Integrators,Government,USD, $ 280.00 ,255529,2,10Mb,DIA,TX,TX,Active,1, $ 31.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31916,Regional Carrier/ISP,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Regional Carrier/ISP,Telecommunications,0,0.017857,1," $ 73,592.92 "," $ 74,907.08 ",Y
31953,Utilities,Energy & Manufacturing,USD, $ 772.00 ,257215,2,,Colocation,TX,,Active,12, $ 771.50 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31995,Telecommunications Equipment Provider,Other Enterprise,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Telecommunications Equipment Provider,Other Enterprise,0,0.422066,10," $ 1,287,876.07 "," $ 1,831,445.20 ",Y
32092,Regional Carrier/ISP,Telecommunications,USD," $ 1,033.00 ",267410,2,1Mb,DIA,GA,,Active,24, $ 15.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32108,Consulting / Other Professional Services,Professional Services,USD, $ 399.00 ,255643,2,100Mb,DIA,TX,TX,Active,1, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32168,K-12 Education,Research & Education,USD, $ 381.00 ,244101,2,N/A,Dark Fiber,OH,,Active,120, $ 594.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32189,Transportation,Other Enterprise,USD, $ 595.00 ,242018,4,N/A,Managed Services,TX,,Active,12, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32209,Colo/Hosting,Data Center & Cloud Services,USD, $ 511.00 ,224327,6,N/A,Dark Fiber,CA,,Disconnected,12, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32223,Finance,Finance,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Finance,Finance,0,0.387768,70," $ 10,644,690.01 "," $ 14,772,363.05 ",Y
32269,Consulting / Other Professional Services,Professional Services,USD, $ 99.00 ,255339,2,,Colocation,TX,TX,Active,1, $ 99.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32309,Consulting / Other Professional Services,Professional Services,USD, $ 495.00 ,242400,2,10Mb,DIA,TX,,Active,12, $ 120.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32415,Federal Government,Government,USD," $ 24,672.00 ",246231,5,10G,ELine,MD,,Active,36," $ 7,149.70 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32434,Finance,Finance,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Finance,Finance,0,0,25," $ 591,371.67 "," $ 591,371.67 ",Y
32439,Manufacturing,Energy & Manufacturing,USD, $ 647.00 ,218139,1,10Mb,DIA,,,Active,12, $ 647.38 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32452,Regional Carrier/ISP,Telecommunications,USD, $ 884.00 ,223673,1,100Mb,DIA,GA,,Active,12, $ 883.64 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32471,Retail,Other Enterprise,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Retail,Other Enterprise,0,-0.594933,2500," $ 177,017,252.32 "," $ 71,703,922.38 ",N
32514,Healthcare,Healthcare,USD, $ 49.00 ,255029,2,,Colocation,TX,TX,Active,1, $ 49.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32618,Finance,Finance,USD," $ 1,159.00 ",213806,3,,Colocation,NV,,Active,12," $ 1,107.77 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32627,Colo/Hosting,Data Center & Cloud Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Colo/Hosting,Data Center & Cloud Services,23,117.499977,1," $ 170,840.70 "," $ 20,244,619.46 ",Y
32729,Finance,Finance,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Finance,Finance,0,0,30," $ 1,839,822.96 "," $ 1,839,822.96 ",Y
32739,Consulting / Other Professional Services,Professional Services,USD, $ 150.00 ,241954,2,N/A,Managed Services,TX,,Active,12, $ 150.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32863,Consulting / Other Professional Services,Professional Services,USD, $ 505.00 ,254555,2,,Colocation,TX,TX,Active,1, $ 505.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32879,Consulting / Other Professional Services,Professional Services,USD, $ 887.00 ,261437,1,200Mb,DIA,,,Active,36, $ 886.97 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32924,Federal Government,Government,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Federal Government,Government,0,0,0, $ -   , $ -   ,N
32934,Colo/Hosting,Data Center & Cloud Services,USD, $ 117.00 ,255595,13,,Colocation,TX,TX,Disconnected,1, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32945,Higher Education,Research & Education,USD, $ 50.00 ,274385,2,N/A,Colocation,TX,,Active,36, $ 49.80 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32993,Finance,Finance,USD," $ 1,629.00 ",211206,3,DS1,Private Line,MT,MT,Disconnected,1, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33015,RLEC,Telecommunications,USD, $ 500.00 ,015700,1,DS1,Private Line,MN,MN,Active,24, $ 499.55 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33094,State/Local Government,Government,USD, $ 217.00 ,248938,1,N/A,Dark Fiber,MN,,Active,60, $ 225.14 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33104,Telecommunications Equipment Provider,Other Enterprise,USD, $ 99.00 ,254587,2,,Colocation,TX,TX,Active,12, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33132,Regional Carrier/ISP,Telecommunications,USD, $ 714.00 ,236775,1,100Mb,DIA,MD,,Pending Change,36, $ 713.65 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33146,Finance,Finance,USD, $ 661.00 ,261252,6,FE (Cat5),Interconnect,TX,TX,Active,12, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33180,Manufacturing,Energy & Manufacturing,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Manufacturing,Energy & Manufacturing,0,1.710904,2700," $ 428,284,502.83 "," $ 1,161,038,343.24 ",N
33193,Internet Content & Software,Media & Content,USD, $ 198.00 ,255971,4,100Mb,DIA,TX,TX,Active,1, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33198,Cloud Service Provider,Data Center & Cloud Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Cloud Service Provider,Data Center & Cloud Services,0,0.011236,1," $ 116,960.17 "," $ 118,274.33 ",Y
33226,Engineering,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Engineering,Professional Services,0,0,13," $ 1,708,407.04 "," $ 1,708,407.04 ",Y
33268,Consulting / Other Professional Services,Professional Services,USD," $ 1,252.00 ",283749,2,N/A,Colocation,CO,,Active,12, $ 390.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33362,Asset Management / Hedge Fund,Finance,USD, $ 811.00 ,257234,2,100Mb,DIA,TX,TX,Active,36, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33432,RLEC,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RLEC,Telecommunications,0,-0.047619,3," $ 275,973.44 "," $ 275,973.44 ",Y
33479,Commercial Systems Integrator,Professional Services,USD," $ 1,415.00 ",242136,3,,Colocation,TX,,Active,24," $ 1,141.66 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33587,State/Local Government,Government,USD, $ 297.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33588,Internet Content & Software,Media & Content,USD, $ 49.00 ,255072,2,,Colocation,TX,TX,Active,12, $ 49.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33643,State/Local Government,Government,USD, $ 314.00 ,274170,2,N/A,Construction Services,MN,,Billed,1, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33682,Internet Content & Software,Media & Content,USD," $ 1,126.00 ",284605,2,10Mb,DIA,,,Active,18, $ 382.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33691,Consulting / Other Professional Services,Professional Services,USD, $ 775.00 ,267938,1,100Mb,DIA,,,Active,36, $ 774.82 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33728,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,1.887689,100," $ 18,135,397.79 "," $ 52,369,383.18 ",N
33753,Finance,Finance,USD," $ 1,223.00 ",259155,1,1G,ELine,,,Active,36," $ 1,223.40 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33820,Oil & Gas,Energy & Manufacturing,USD, $ 894.00 ,239637,1,50Mb,DIA,TX,,Active,36, $ 935.77 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33825,Hospitality,Other Enterprise,USD, $ 595.00 ,242151,2,,Colocation,TX,,Active,12, $ 595.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
33971,Consulting / Other Professional Services,Professional Services,USD, $ 123.00 ,255747,4,10Mb,DIA,TX,TX,Active,1, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34032,State/Local Government,Government,USD," $ 1,555.00 ",218058,2,100Mb,Optical Ethernet E-Line,MI,MI,Disconnected,60, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34056,Consulting / Other Professional Services,Professional Services,USD, $ 709.00 ,254586,2,N/A,Colocation,TX,TX,Active,36, $ 685.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34077,Manufacturing,Energy & Manufacturing,USD, $ 318.00 ,211682,1,DS1,DIA,CO,,Active,24, $ 318.08 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34117,Media,Media & Content,USD, $ 155.00 ,263698,2,100Mb,DIA,TX,,Active,30, $ 6.33 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34135,Media,Media & Content,USD, $ 805.00 ,245254,1,50Mb,DIA,GA,,Active,36, $ 805.41 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34173,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0.333333,4,30," $ 2,891,150.37 "," $ 14,455,751.86 ",Y
34246,Internet Content & Software,Media & Content,USD," $ 1,241.00 ",256829,2,100Mb,ELine,,,Active,48, $ 662.68 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34261,Colo/Hosting,Data Center & Cloud Services,USD, $ 996.00 ,233922,1,300Mb,ELAN,CA,,Active,31, $ 995.71 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34269,Internet Content & Software,Media & Content,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Internet Content & Software,Media & Content,0,0.546378,47," $ 6,439,380.37 "," $ 9,957,713.25 ",N
34342,Finance,Finance,USD, $ 399.00 ,254611,2,,Colocation,TX,TX,Active,12, $ 399.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34427,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0,0, $ -   , $ -   ,N
34444,Consulting / Other Professional Services,Professional Services,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting / Other Professional Services,Professional Services,0,0,3," $ 236,548.67 "," $ 236,548.67 ",Y
34450,Retail,Other Enterprise,USD, $ 316.00 ,285055,1,10Mb,DIA,,,Active,24, $ 316.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34512,State/Local Government,Government,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,State/Local Government,Government,0,0,2500, $ -   , $ -   ,N
34531,Regional Carrier/ISP,Telecommunications,USD, $ 795.00 ,048989,76,E1,Private Line,NY,NY,Disconnected,12, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34559,Consulting / Other Professional Services,Professional Services,USD, $ 679.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34574,PTT,Telecommunications,USD, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,PTT,Telecommunications,1.1,4.691529,10," $ 985,619.45 "," $ 5,609,681.98 ",N
34576,Colo/Hosting,Data Center & Cloud Services,USD, $ 675.00 ,254791,9,,Colocation,TX,TX,Active,12, $ -   ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34650,Colo/Hosting,Data Center & Cloud Services,USD," $ 1,211.00 ",226762,1,100Mb,DIA,CA,,Active,12," $ 1,210.65 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34684,Healthcare,Healthcare,USD, $ 440.00 ,246657,2,10Mb,DIA,AZ,,Active,24, $ 60.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34772,Consulting / Other Professional Services,Professional Services,USD, $ 417.00 ,254666,2,,Colocation,TX,TX,Active,1, $ 417.00 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34844,Internet Content & Software,Media & Content,USD, $ 204.00 ,226688,1,1Mb,DIA,CA,,Active,12, $ 203.90 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
34857,Finance,Finance,USD," $ 1,430.00 ",182361,1,100Mb,Dedicated Ethernet,IN,IN,Active,60," $ 1,430.16 ",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
