Name/ID,Vertical,Industry,Total BRR Currency,Total BRR,Service Name,Number of Services,Bandwidth,Product,State A,State Z,Service Status,Term,Total MRR,EmployeeQuantityGrowthRate,SalesTurnoverGrowthRate,PriorYearEmployees,PriorYearRevenue,SalesVolume,SmallBusiness
58361,Regional Carrier/ISP,Telecommunications,USD,652,267671,2,200Mb,DIA,TX,,Active,12,49.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58377,Transportation,Other Enterprise,USD,1365,249238,3,100Mb,ELine,MN,,Disconnected,60,41.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58378,PTT,Telecommunications,USD,616,246783,2,20Mb,DIA,AZ,,Active,12,295,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58388,Consulting / Other Professional Services,Professional Services,USD,1033,257179,3,,Colocation,TX,TX,Active,1,649,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58399,Real Estate / Construction,Other Enterprise,USD,867,252873,1,100Mb,DIA,,,Active,36,866.57,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58405,Commercial Systems Integrator,Professional Services,USD,2833,284732,10,150Mb,DIA,IL,,Active,12,900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58441,Healthcare,Healthcare,USD,1946,300982,2,1Mb,Cloud IaaS,CO,,Active,12,1946.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58472,Regional Carrier/ISP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,302256.63,Y
58489,Regional Carrier/ISP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.013514,10,972477.85,985619.45,Y
58494,Consulting / Other Professional Services,Professional Services,USD,208,254550,2,N/A,Colocation,TX,TX,Active,12,198,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58510,Commercial Systems Integrator,Professional Services,USD,50,263659,2,10Mb,DIA,TX,,Active,36,10.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58552,Consulting / Other Professional Services,Professional Services,USD,149,267994,2,N/A,Colocation,GA,,Active,1,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58574,Finance,Finance,USD,1379,283849,4,N/A,Colocation,CA,,Active,24,1168.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58597,Regional Carrier/ISP,Telecommunications,USD,1274,254063,1,1G,DIA,,,Active,60,1274.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58601,Regional Carrier/ISP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1.822334,9,814778.74,2299577.64,Y
58767,Finance,Finance,USD,7563,228362,7,100Mb,DIA,,,Active,12,1365,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58796,National Carrier/ISP,Telecommunications,USD,117,255059,2,,Colocation,TX,TX,Active,1,117,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58801,Healthcare,Healthcare,USD,645,242946,4,5Mb,DIA,,,Active,24,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
58928,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.075269,15,1222168.11,1314159.26,Y
59036,Retail,Other Enterprise,USD,224,226869,1,2Mb,DIA,CA,,Active,24,224.29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59141,Consulting / Other Professional Services,Professional Services,USD,663,231175,1,20Mb,DIA,IL,,Active,12,704.34,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59149,Retail,Other Enterprise,USD,1959,300164,1,N/A,Cloud IaaS,CO,,Active,12,1958.98,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59153,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.374311,32,4468141.48,6140618.09,Y
59168,Colo/Hosting,Data Center & Cloud Services,USD,1289,254809,4,,Colocation,TX,TX,Active,12,704,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59204,Media,Media & Content,USD,1782,222015,1,100Mb,DIA,CA,,Active,24,1782.39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59233,Consulting / Other Professional Services,Professional Services,USD,751,255805,2,N/A,Colocation,TX,TX,Active,36,739,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59247,Asset Management / Hedge Fund,Finance,USD,587,284363,2,5,DIA,CA,,Disconnected,12,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59254,Transportation,Other Enterprise,USD,499,255091,3,N/A,Colocation,TX,TX,Active,36,399,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59286,Non-Healthcare Insurance,Other Enterprise,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.050323,3400,3012027110,3163600232,N
59289,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.03125,4,420530.96,433672.56,Y
59353,Retail,Other Enterprise,USD,1641,284599,9,Transfer,DIA,CA,,Pending Change,4,409,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59375,Regional Carrier/ISP,Telecommunications,USD,1714,250892,1,N/A,Dark Fiber,,,Active,120,1713.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59406,Healthcare,Healthcare,USD,771,283683,3,N/A,Colocation,CO,,Active,48,525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59421,Engineering,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,N
59478,Regional Carrier/ISP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1.531216,300,30488494.83,77172973.56,Y
59490,Finance,Finance,USD,1027,226709,1,200Mb,DIA,NJ,,Active,12,1027.14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59563,Consulting / Other Professional Services,Professional Services,USD,918,275961,1,300Mb,DIA,DC,,Active,36,973.11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59583,Consulting / Other Professional Services,Professional Services,USD,696,283863,2,N/A,Colocation,CA,,Active,12,650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59625,Retail,Other Enterprise,USD,223,267291,1,N/A,Cloud Servers,GA,,Active,1,222.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59685,Media,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,2,157699.11,157699.11,Y
59699,Consulting / Other Professional Services,Professional Services,USD,3532,286567,4,FE (Cat5),Interconnect,IL,IL,Active,36,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59862,Consulting / Other Professional Services,Professional Services,USD,124,267999,3,N/A,Cloud Servers,GA,,Disconnected,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59863,Consulting / Other Professional Services,Professional Services,USD,750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
59871,Real Estate / Construction,Other Enterprise,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,1,69650.44,69650.44,Y
59909,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,N
60029,Regional Carrier/ISP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,3,275973.44,275973.44,Y
60052,Internet Content & Software,Media & Content,USD,1410,221045,1,100Mb,DIA,CA,,Active,12,1409.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60165,Reseller,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-0.011628,7,1130176.96,1117035.37,Y
60224,Finance,Finance,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.349852,130,29305751.5,39558414.66,N
60227,Colo/Hosting,Data Center & Cloud Services,USD,620,258790,2,40Mb,DIA,TX,,Active,36,317.74,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60239,Hospitality,Other Enterprise,USD,882,20841,2,N/A,Dark Fiber,WA,WA,Disconnected,36,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60307,Consulting / Other Professional Services,Professional Services,USD,583,246702,2,N/A,Colocation,AZ,,Pending Change,12,423.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60414,Retail,Other Enterprise,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,4.048571,3,183982.3,928847.76,Y
60422,K-12 Education,Research & Education,USD,1427,218107,1,50Mb,DIA,MI,,Active,60,1427.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60436,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.015625,10,841061.93,854203.52,Y
60437,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,3,183982.3,183982.3,N
60443,Retail,Other Enterprise,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,30,10963788.9,10963788.9,N
60483,Cloud Service Provider,Data Center & Cloud Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,1,93305.31,93305.31,Y
60500,Research,Research & Education,USD,736,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60737,Internet Content & Software,Media & Content,USD,925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60763,Healthcare,Healthcare,USD,678,245135,2,10Mb,DIA,IL,,Active,24,160,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60771,Manufacturing,Energy & Manufacturing,USD,669,269733,2,100Mb,DIA,TX,,Pending Change,12,101.63,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60790,Consulting / Other Professional Services,Professional Services,USD,99,254630,2,,Colocation,TX,TX,Active,1,49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60826,PTT,Telecommunications,USD,1402,49951,8,DS1,Private Line,NJ,IL,Disconnected,12,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60843,Higher Education,Research & Education,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,252792.99,N
60867,Internet Content & Software,Media & Content,USD,399,263691,2,,Colocation,TX,,Active,30,399,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60883,Consulting / Other Professional Services,Professional Services,USD,49,255488,2,,Colocation,TX,TX,Active,1,49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60887,State/Local Government,Government,USD,18,243804,1,N/A,Dark Fiber,NJ,,Active,60,226.96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
60922,Telecommunications Equipment Provider,Other Enterprise,USD,554,283752,4,N/A,Colocation,CA,,Active,12,444.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61023,Media,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.021659,0.231241,6002,1348508755,1660339035,N
61037,Research,Research & Education,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,90,$ -,46526850.58,N
61057,Healthcare,Healthcare,USD,704,255769,3,N/A,Colocation,TX,TX,Active,12,687.25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61112,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.5,1.702703,40,4862389.26,13141592.6,N
61129,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,5,407389.37,407389.37,Y
61213,Colo/Hosting,Data Center & Cloud Services,USD,639,260740,3,1Mb,DIA,TX,,Active,12,205,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61289,Internet Content & Software,Media & Content,USD,788,254795,3,,Colocation,TX,TX,Active,12,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61470,Media,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,0
61518,K-12 Education,Research & Education,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.822917,1.620055,96,10038883.61,26302428.43,N
61621,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.95884,10,1314159.26,2574227.72,Y
61633,Consulting / Other Professional Services,Professional Services,USD,299,254896,2,,Colocation,TX,TX,Active,1,299,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61676,Internet Content & Software,Media & Content,USD,909,238454,3,N/A,Colocation,TN,,Active,36,624.42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61709,Media,Media & Content,USD,321,231864,1,10Mb,DIA,TN,,Active,60,325.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61781,Healthcare,Healthcare,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.009066,150,15769911.12,15912887.71,N
61785,Healthcare,Healthcare,USD,1012,172931,1,N/A,Dark Fiber,WA,,Active,36,1012.06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61847,Utilities,Energy & Manufacturing,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1.992813,8300,1279334040,3828807818,N
61903,Real Estate / Construction,Other Enterprise,USD,343,173130,13,N/A,Colocation,TN,,Disconnected,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61915,Consulting / Other Professional Services,Professional Services,USD,714,251041,1,50Mb,DIA,GA,,Active,24,734.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61925,Consulting / Other Professional Services,Professional Services,USD,405,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61928,Health Insurance,Healthcare,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.046351,0.267316,7659,14526378721,18409513011,N
61929,Internet Content & Software,Media & Content,USD,1071,261459,2,N/A,Colocation,TX,,Active,36,951.97,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61964,RLEC,Telecommunications,USD,281,238169,5,N/A,Dark Fiber,KY,,Active,236,4149.79,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61973,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1.917286,42,7096460,20702404.21,Y
62004,Internet Content & Software,Media & Content,USD,1588,234063,1,50Mb,DIA,CA,,Active,12,1588.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62021,Legal,Professional Services,USD,99,258519,2,10Mb,DIA,TX,,Active,1,109.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62026,VOIP/VSP,Telecommunications,USD,572,255119,3,20Mb,DIA,TX,TX,Active,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62119,Finance,Finance,USD,1062,214140,6,20Mb,DIA,NV,,Disconnected,12,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62146,Wireless,Telecommunications,USD,695,242226,2,,Colocation,TX,,Active,37,695,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62163,Media,Media & Content,USD,765,258967,1,100Mb,DIA,DC,,Active,36,764.63,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62243,State/Local Government,Government,USD,500,280443,1,10Mb,ELAN,,,Active,60,500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62259,Colo/Hosting,Data Center & Cloud Services,USD,914,255574,2,N/A,Colocation,TX,TX,Active,60,535.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62271,Finance,Finance,USD,39,267294,1,N/A,Cloud Servers,GA,,Active,1,39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62289,Consulting / Other Professional Services,Professional Services,USD,665,242032,2,,Colocation,TX,,Active,12,665,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62388,Consulting / Other Professional Services,Professional Services,USD,145,254546,2,N/A,Colocation,TX,TX,Active,12,145,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62390,Commercial Systems Integrator,Professional Services,USD,705,242201,2,,Cloud Virtual Data Center,TX,,Pending Change,1,500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62468,Internet Content & Software,Media & Content,USD,919,283651,3,N/A,Colocation,CO,,Active,24,625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62470,K-12 Education,Research & Education,USD,526,243617,1,N/A,Dark Fiber,NJ,,Active,60,2128.29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62577,Federal Government,Government,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-0.018687,1400,166372562.3,163263516.5,N
62608,Healthcare,Healthcare,USD,666,243678,3,N/A,Dark Fiber,PA,,Active,120,18.43,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62722,Finance,Finance,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,2,131415.93,131415.93,Y
62726,Consulting / Other Professional Services,Professional Services,USD,1458,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62729,Finance,Finance,USD,270,282734,3,N/A,Colocation,CA,,Pending Disconnect,12,150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62730,Consulting / Other Professional Services,Professional Services,USD,109,255063,2,,Colocation,TX,TX,Active,1,109,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62736,Finance,Finance,USD,457,213838,3,1Mb,DIA,NV,,Active,12,81.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62743,Finance,Finance,USD,1351,226120,1,50Mb,DIA,CA,,Active,12,1350.84,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62749,Federal Government,Government,USD,1147,262628,1,100Mb,DIA,NY,,Active,36,1181.66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62798,Media,Media & Content,USD,2038,221860,1,200Mb,DIA,CA,,Active,36,2037.98,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62833,Finance,Finance,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.983618,4,446814.15,886308.43,N
62836,Consulting / Other Professional Services,Professional Services,USD,101,258275,2,100Mb,DIA,TX,,Active,1,199.61,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62864,Manufacturing,Energy & Manufacturing,USD,153,226833,1,1Mb,DIA,CA,,Active,60,152.93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62897,Manufacturing,Energy & Manufacturing,USD,996,282696,3,N/A,Colocation,CA,,Active,18,645,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62916,Internet Content & Software,Media & Content,USD,1884,283793,2,N/A,Colocation,CA,,Active,12,843.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62924,Commercial Systems Integrator,Professional Services,USD,731,282668,3,N/A,Colocation,CA,,Active,12,619.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
62950,Consulting / Other Professional Services,Professional Services,USD,74,254605,2,N/A,Colocation,TX,TX,Active,12,74,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63011,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,2,144557.52,144557.52,Y
63029,Consulting / Other Professional Services,Professional Services,USD,790,275965,1,100Mb,DIA,,,Active,36,873.45,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63072,State/Local Government,Government,USD,1040,285384,2,FE (Cat5),Interconnect,IL,IL,Active,12,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63093,Retail,Other Enterprise,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,1,74907.08,74907.08,Y
63162,Colo/Hosting,Data Center & Cloud Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.090909,1,144557.52,157699.11,Y
63183,Consulting / Other Professional Services,Professional Services,USD,499,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63194,Consulting / Other Professional Services,Professional Services,USD,930,255670,4,100Mb,DIA,TX,TX,Active,36,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63200,Consulting / Other Professional Services,Professional Services,USD,1800,273613,3,100Mb,DIA,TX,,Active,12,113.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63212,Internet Content & Software,Media & Content,USD,375,242445,2,5Mb,DIA,,,Pending Disconnect,12,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63238,Retail,Other Enterprise,USD,952,260562,4,FE (Cat5),Interconnect,TX,TX,Active,36,300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63250,Healthcare,Healthcare,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-0.132791,1329,91859732.27,79661629.8,N
63252,Commercial Systems Integrator,Professional Services,USD,1071,282636,3,N/A,Colocation,VA,,Active,36,203,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63254,VOIP/VSP,Telecommunications,USD,971,255048,2,N/A,Colocation,TX,TX,Active,24,971.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63268,Colo/Hosting,Data Center & Cloud Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-0.071143,1,159985.75,157699.11,0
63366,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,3,302256.63,302256.63,Y
63375,Internet Content & Software,Media & Content,USD,889,250048,2,10Mb,DIA,TN,,Active,36,304.89,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63412,Legal,Professional Services,USD,86,212657,1,50Mb,DIA,ID,,Active,1,85.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63436,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1.134787,11,933053.07,1991869.88,Y
63454,Internet Content & Software,Media & Content,USD,1307,222016,1,100Mb,DIA,CA,,Active,24,1307,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63469,Internet Content & Software,Media & Content,USD,720,226640,1,100Mb,DIA,NJ,,Active,60,720,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63475,Regional Carrier/ISP,Telecommunications,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.028571,10,919911.48,946194.67,Y
63481,K-12 Education,Research & Education,USD,200,190102,1,5Mb,DIA,,,Active,36,200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63503,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,2,183982.3,183982.3,Y
63553,Wireless,Telecommunications,USD,1216,221886,2,200Mb,DIA,MD,,Active,12,1215.95,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63580,K-12 Education,Research & Education,USD,239,249206,2,N/A,Dark Fiber,MN,,Active,240,346.86,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63645,Regional Carrier/ISP,Telecommunications,USD,800,282815,1,N/A,Colocation,VA,,Active,60,800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63646,Manufacturing,Energy & Manufacturing,USD,650,242000,2,,Colocation,TX,,Active,24,650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63698,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,1343734.41,N
63703,State/Local Government,Government,USD,975,218150,2,100Mb,ELine,MI,,Active,36,917.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63720,Consulting / Other Professional Services,Professional Services,USD,405,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63761,Colo/Hosting,Data Center & Cloud Services,USD,148,255323,4,N/A,Colocation,TX,TX,Disconnected,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63791,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,300,39996437.08,39424777.8,0
63793,Regional Carrier/ISP,Telecommunications,USD,1529,275709,2,1G,ELine,,,Active,36,1529.26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
63879,Colo/Hosting,Data Center & Cloud Services,USD,399,256179,4,10Mb,DIA,TX,TX,Disconnected,1,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
64008,Pharmaceuticals,Healthcare,USD,736,283785,2,N/A,Colocation,CA,,Active,24,570,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
64062,Higher Education,Research & Education,USD,159,268445,1,N/A,Cloud Servers,GA,,Active,1,159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
64115,Consulting / Other Professional Services,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,$ -,N
64127,Internet Content & Software,Media & Content,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,$ -,244595.26,N
64135,Engineering,Professional Services,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0.815765,1310,166241146.4,301854832.2,N
64275,,,USD,$ -,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,3,900199.09,900199.09,Y
